"Special Education Expenditures, 2020-21"
"All Districts"

"District","District Code","Description","Amount"
"Regional School District 11","=""2110012""","Employee Benefits","$109,022"
"Regional School District 11","=""2110012""","Purchased Services Other Than Transportation","$138,250"
"Regional School District 11","=""2110012""","Special Education Tuition","$676,449"
"Regional School District 11","=""2110012""","Supplies","$5,538"
"Regional School District 11","=""2110012""","Property Services","$0"
"Regional School District 11","=""2110012""","Purchased Services For Transportation","$51,984"
"Regional School District 11","=""2110012""","Equipment","$6,884"
"Regional School District 11","=""2110012""","All Other Expenditures","$4,525"
"Regional School District 11","=""2110012""","Total","$1,387,560"
"Regional School District 12","=""2120012""","Teacher Salaries","$1,446,814"
"Regional School District 12","=""2120012""","Instructional Aide Salaries","$464,387"
"Regional School District 12","=""2120012""","Other Salaries","$348,972"
"Regional School District 12","=""2120012""","Employee Benefits","$530,575"
"Regional School District 12","=""2120012""","Purchased Services Other Than Transportation","$448,113"
"Regional School District 12","=""2120012""","Special Education Tuition","$87,761"
"Regional School District 12","=""2120012""","Supplies","$63,554"
"Regional School District 12","=""2120012""","Property Services","$0"
"Regional School District 12","=""2120012""","Purchased Services For Transportation","$149,993"
"Regional School District 12","=""2120012""","Equipment","$50,428"
"Regional School District 12","=""2120012""","All Other Expenditures","$814"
"Regional School District 12","=""2120012""","Total","$3,591,410"
"Regional School District 13","=""2130012""","Teacher Salaries","$2,168,491"
"Regional School District 13","=""2130012""","Instructional Aide Salaries","$1,334,989"
"Regional School District 13","=""2130012""","Other Salaries","$1,525,852"
"Regional School District 13","=""2130012""","Employee Benefits","$1,058,790"
"Regional School District 13","=""2130012""","Purchased Services Other Than Transportation","$248,026"
"Regional School District 13","=""2130012""","Special Education Tuition","$772,723"
"Regional School District 13","=""2130012""","Supplies","$49,451"
"Regional School District 13","=""2130012""","Property Services","$29,143"
"Regional School District 13","=""2130012""","Purchased Services For Transportation","$407,567"
"Regional School District 13","=""2130012""","Equipment","$27,349"
"Regional School District 13","=""2130012""","All Other Expenditures","$2,692"
"Regional School District 13","=""2130012""","Total","$7,625,072"
"Regional School District 14","=""2140012""","Teacher Salaries","$3,035,149"
"Regional School District 14","=""2140012""","Instructional Aide Salaries","$1,109,287"
"Regional School District 14","=""2140012""","Other Salaries","$307,091"
"Regional School District 14","=""2140012""","Employee Benefits","$1,014,871"
"Regional School District 14","=""2140012""","Purchased Services Other Than Transportation","$293,280"
"Regional School District 14","=""2140012""","Special Education Tuition","$1,240,371"
"Regional School District 14","=""2140012""","Supplies","$26,143"
"Regional School District 14","=""2140012""","Property Services","$0"
"Regional School District 14","=""2140012""","Purchased Services For Transportation","$423,343"
"Regional School District 14","=""2140012""","Equipment","$0"
"Regional School District 14","=""2140012""","All Other Expenditures","$190"
"Regional School District 14","=""2140012""","Total","$7,449,726"
"Regional School District 15","=""2150012""","Teacher Salaries","$5,847,665"
"Regional School District 15","=""2150012""","Instructional Aide Salaries","$3,032,517"
"Regional School District 15","=""2150012""","Other Salaries","$1,270,878"
"Regional School District 15","=""2150012""","Employee Benefits","$2,293,302"
"Regional School District 15","=""2150012""","Purchased Services Other Than Transportation","$669,147"
"Regional School District 15","=""2150012""","Special Education Tuition","$4,335,948"
"Regional School District 15","=""2150012""","Supplies","$127,258"
"Regional School District 15","=""2150012""","Property Services","$88,574"
"Regional School District 15","=""2150012""","Purchased Services For Transportation","$1,838,839"
"Regional School District 15","=""2150012""","Equipment","$27,527"
"Regional School District 15","=""2150012""","All Other Expenditures","$728"
"Regional School District 15","=""2150012""","Total","$19,532,384"
"Regional School District 16","=""2160012""","Teacher Salaries","$2,255,150"
"Regional School District 16","=""2160012""","Instructional Aide Salaries","$1,189,983"
"Regional School District 16","=""2160012""","Other Salaries","$664,618"
"Regional School District 16","=""2160012""","Employee Benefits","$1,163,860"
"Regional School District 16","=""2160012""","Purchased Services Other Than Transportation","$753,825"
"Regional School District 16","=""2160012""","Special Education Tuition","$1,157,908"
"Regional School District 16","=""2160012""","Supplies","$85,891"
"Regional School District 16","=""2160012""","Property Services","$0"
"Regional School District 16","=""2160012""","Purchased Services For Transportation","$953,735"
"Regional School District 16","=""2160012""","Equipment","$0"
"Regional School District 16","=""2160012""","All Other Expenditures","$787"
"Regional School District 16","=""2160012""","Total","$8,225,756"
"Regional School District 17","=""2170012""","Teacher Salaries","$2,867,104"
"Regional School District 17","=""2170012""","Instructional Aide Salaries","$1,375,928"
"Regional School District 17","=""2170012""","Other Salaries","$222,319"
"Regional School District 17","=""2170012""","Employee Benefits","$1,102,314"
"Regional School District 17","=""2170012""","Purchased Services Other Than Transportation","$520,056"
"Regional School District 17","=""2170012""","Special Education Tuition","$2,597,916"
"Regional School District 17","=""2170012""","Supplies","$50,982"
"Regional School District 17","=""2170012""","Property Services","$0"
"Regional School District 17","=""2170012""","Purchased Services For Transportation","$730,467"
"Regional School District 17","=""2170012""","Equipment","$1,047"
"Regional School District 17","=""2170012""","All Other Expenditures","$720"
"Regional School District 17","=""2170012""","Total","$9,468,853"
"Regional School District 18","=""2180012""","Teacher Salaries","$2,870,259"
"Regional School District 18","=""2180012""","Instructional Aide Salaries","$1,394,868"
"Regional School District 18","=""2180012""","Other Salaries","$742,273"
"Regional School District 18","=""2180012""","Employee Benefits","$971,490"
"Regional School District 18","=""2180012""","Purchased Services Other Than Transportation","$267,582"
"Regional School District 18","=""2180012""","Special Education Tuition","$460,199"
"Regional School District 18","=""2180012""","Supplies","$112,245"
"Regional School District 18","=""2180012""","Property Services","$0"
"Regional School District 18","=""2180012""","Purchased Services For Transportation","$148,977"
"Regional School District 18","=""2180012""","Equipment","$22,076"
"Regional School District 18","=""2180012""","All Other Expenditures","$695"
"Regional School District 18","=""2180012""","Total","$6,990,664"
"Regional School District 19","=""2190012""","Teacher Salaries","$1,367,048"
"Regional School District 19","=""2190012""","Instructional Aide Salaries","$110,010"
"Regional School District 19","=""2190012""","Other Salaries","$230,596"
"Regional School District 19","=""2190012""","Employee Benefits","$376,060"
"Regional School District 19","=""2190012""","Purchased Services Other Than Transportation","$850,378"
"Regional School District 19","=""2190012""","Special Education Tuition","$1,096,676"
"Regional School District 19","=""2190012""","Supplies","$42,872"
"Regional School District 19","=""2190012""","Property Services","$0"
"Regional School District 19","=""2190012""","Purchased Services For Transportation","$302,810"
"Regional School District 19","=""2190012""","Equipment","$2,538"
"Regional School District 19","=""2190012""","All Other Expenditures","$0"
"Regional School District 19","=""2190012""","Total","$4,378,988"
"Ridgefield School District","=""1180011""","Teacher Salaries","$6,487,846"
"Ridgefield School District","=""1180011""","Instructional Aide Salaries","$2,292,595"
"Ridgefield School District","=""1180011""","Other Salaries","$1,611,823"
"Ridgefield School District","=""1180011""","Employee Benefits","$3,043,906"
"Ridgefield School District","=""1180011""","Purchased Services Other Than Transportation","$1,105,345"
"Ridgefield School District","=""1180011""","Special Education Tuition","$4,236,022"
"Ridgefield School District","=""1180011""","Supplies","$73,263"
"Ridgefield School District","=""1180011""","Property Services","$5,681"
"Ridgefield School District","=""1180011""","Purchased Services For Transportation","$1,450,954"
"Ridgefield School District","=""1180011""","Equipment","$17,202"
"Ridgefield School District","=""1180011""","All Other Expenditures","$0"
